station,lat,lon,day,tmax,tmin
Alajärvi Möksy,63.08898,24.26084,2025-12-31,-15.3,-22.0
Alajärvi Möksy,63.08898,24.26084,2026-01-01,-16.5,-22.3
Alajärvi Möksy,63.08898,24.26084,2026-01-02,-13.6,-20.0
Alajärvi Möksy,63.08898,24.26084,2026-01-03,-12.4,-17.5
Alajärvi Möksy,63.08898,24.26084,2026-01-04,-17.4,-25.6
Asikkala Pulkkilanharju,61.26521,25.52021,2025-12-31,-5.4,-10.2
Asikkala Pulkkilanharju,61.26521,25.52021,2026-01-01,-9.0,-14.5
Asikkala Pulkkilanharju,61.26521,25.52021,2026-01-02,-9.3,-14.2
Asikkala Pulkkilanharju,61.26521,25.52021,2026-01-03,-8.0,-12.1
Asikkala Pulkkilanharju,61.26521,25.52021,2026-01-04,-12.0,-18.3
Enontekiö Kilpisjärvi Saana,69.04277,20.85091,2025-12-31,-13.7,-18.4
Enontekiö Kilpisjärvi Saana,69.04277,20.85091,2026-01-01,-17.1,-20.2
Enontekiö Kilpisjärvi Saana,69.04277,20.85091,2026-01-02,-12.1,-21.2
Enontekiö Kilpisjärvi Saana,69.04277,20.85091,2026-01-03,-11.6,-16.4
Enontekiö Kilpisjärvi Saana,69.04277,20.85091,2026-01-04,-11.7,-15.4
Enontekiö Kilpisjärvi kyläkeskus,69.03905,20.81379,2025-12-31,-12.3,-35.3
Enontekiö Kilpisjärvi kyläkeskus,69.03905,20.81379,2026-01-01,-31.9,-39.3
Enontekiö Kilpisjärvi kyläkeskus,69.03905,20.81379,2026-01-02,-19.5,-39.9
Enontekiö Kilpisjärvi kyläkeskus,69.03905,20.81379,2026-01-03,-8.4,-29.5
Enontekiö Kilpisjärvi kyläkeskus,69.03905,20.81379,2026-01-04,-9.2,-33.9
Enontekiö Näkkälä,68.60301,23.57595,2025-12-31,-18.9,-31.1
Enontekiö Näkkälä,68.60301,23.57595,2026-01-01,-28.2,-33.3
Enontekiö Näkkälä,68.60301,23.57595,2026-01-02,-24.6,-32.5
Enontekiö Näkkälä,68.60301,23.57595,2026-01-03,-19.1,-30.5
Enontekiö Näkkälä,68.60301,23.57595,2026-01-04,-19.2,-34.4
Enontekiö lentoasema,68.3614,23.42755,2025-12-31,-18.4,-34.6
Enontekiö lentoasema,68.3614,23.42755,2026-01-01,-30.0,-36.2
Enontekiö lentoasema,68.3614,23.42755,2026-01-02,-24.0,-34.9
Enontekiö lentoasema,68.3614,23.42755,2026-01-03,-22.3,-34.2
Enontekiö lentoasema,68.3614,23.42755,2026-01-04,-21.7,-38.8
Espoo Nuuksio,60.29128,24.56782,2025-12-31,-7.7,-13.1
Espoo Nuuksio,60.29128,24.56782,2026-01-01,-10.0,-15.3
Espoo Nuuksio,60.29128,24.56782,2026-01-02,-4.8,-10.5
Espoo Nuuksio,60.29128,24.56782,2026-01-03,-6.0,-9.9
Espoo Nuuksio,60.29128,24.56782,2026-01-04,-9.8,-14.7
Espoo Tapiola,60.17797,24.78743,2025-12-31,-6.7,-12.1
Espoo Tapiola,60.17797,24.78743,2026-01-01,-4.3,-16.7
Espoo Tapiola,60.17797,24.78743,2026-01-02,-3.4,-6.5
Espoo Tapiola,60.17797,24.78743,2026-01-03,-2.9,-8.8
Espoo Tapiola,60.17797,24.78743,2026-01-04,-8.8,-13.5
Haapavesi Mustikkamäki,64.14263,25.42335,2025-12-31,-12.9,-20.9
Haapavesi Mustikkamäki,64.14263,25.42335,2026-01-01,-13.8,-22.3
Haapavesi Mustikkamäki,64.14263,25.42335,2026-01-02,-20.1,-23.4
Haapavesi Mustikkamäki,64.14263,25.42335,2026-01-03,-14.3,-21.1
Haapavesi Mustikkamäki,64.14263,25.42335,2026-01-04,-18.4,-22.5
Hailuoto Keskikylä,65.01967,24.72758,2025-12-31,-10.5,-17.7
Hailuoto Keskikylä,65.01967,24.72758,2026-01-01,-12.3,-18.3
Hailuoto Keskikylä,65.01967,24.72758,2026-01-02,-17.2,-19.6
Hailuoto Keskikylä,65.01967,24.72758,2026-01-03,-16.7,-18.8
Hailuoto Keskikylä,65.01967,24.72758,2026-01-04,-16.4,-23.0
Hailuoto Marjaniemi,65.03975,24.56118,2025-12-31,-6.9,-10.7
Hailuoto Marjaniemi,65.03975,24.56118,2026-01-01,-10.0,-17.0
Hailuoto Marjaniemi,65.03975,24.56118,2026-01-02,-15.1,-19.5
Hailuoto Marjaniemi,65.03975,24.56118,2026-01-03,-16.1,-18.7
Hailuoto Marjaniemi,65.03975,24.56118,2026-01-04,-12.0,-19.7
Halsua Purola,63.44564,24.44422,2025-12-31,-16.8,-22.1
Halsua Purola,63.44564,24.44422,2026-01-01,-14.8,-23.0
Halsua Purola,63.44564,24.44422,2026-01-02,-15.8,-22.2
Halsua Purola,63.44564,24.44422,2026-01-03,-13.4,-18.8
Halsua Purola,63.44564,24.44422,2026-01-04,-18.2,-26.2
Hammarland Märket,60.30098,19.13142,2025-12-31,0.2,-3.5
Hammarland Märket,60.30098,19.13142,2026-01-01,1.5,-2.4
Hammarland Märket,60.30098,19.13142,2026-01-02,0.2,-3.4
Hammarland Märket,60.30098,19.13142,2026-01-03,-1.8,-3.1
Hammarland Märket,60.30098,19.13142,2026-01-04,-2.1,-5.5
Hanko Russarö,59.77363,22.94868,2025-12-31,-4.0,-6.6
Hanko Russarö,59.77363,22.94868,2026-01-01,-1.5,-6.7
Hanko Russarö,59.77363,22.94868,2026-01-02,-1.0,-3.6
Hanko Russarö,59.77363,22.94868,2026-01-03,-0.3,-5.2
Hanko Russarö,59.77363,22.94868,2026-01-04,-5.0,-9.7
Hanko Tulliniemi,59.80864,22.91246,2025-12-31,-4.2,-6.5
Hanko Tulliniemi,59.80864,22.91246,2026-01-01,-1.5,-6.2
Hanko Tulliniemi,59.80864,22.91246,2026-01-02,-1.4,-3.9
Hanko Tulliniemi,59.80864,22.91246,2026-01-03,-0.7,-6.2
Hanko Tulliniemi,59.80864,22.91246,2026-01-04,-6.2,-9.9
Hanko Tvärminne,59.84383,23.24859,2025-12-31,-5.1,-9.1
Hanko Tvärminne,59.84383,23.24859,2026-01-01,-2.1,-10.8
Hanko Tvärminne,59.84383,23.24859,2026-01-02,-1.3,-3.9
Hanko Tvärminne,59.84383,23.24859,2026-01-03,-0.5,-6.2
Hanko Tvärminne,59.84383,23.24859,2026-01-04,-6.1,-10.6
Hattula Lepaa,61.11454,24.32449,2025-12-31,-7.6,-12.0
Hattula Lepaa,61.11454,24.32449,2026-01-01,-10.0,-15.0
Hattula Lepaa,61.11454,24.32449,2026-01-02,-9.2,-13.5
Hattula Lepaa,61.11454,24.32449,2026-01-03,-8.0,-11.1
Hattula Lepaa,61.11454,24.32449,2026-01-04,-11.1,-19.2
Heinola Asemantaus,61.20008,26.04967,2025-12-31,-8.8,-11.8
Heinola Asemantaus,61.20008,26.04967,2026-01-01,-9.3,-17.2
Heinola Asemantaus,61.20008,26.04967,2026-01-02,-9.5,-17.8
Heinola Asemantaus,61.20008,26.04967,2026-01-03,-8.1,-12.3
Heinola Asemantaus,61.20008,26.04967,2026-01-04,-12.3,-19.0
Helsinki Harmaja,60.10512,24.97539,2025-12-31,-4.4,-7.8
Helsinki Harmaja,60.10512,24.97539,2026-01-01,-3.1,-8.7
Helsinki Harmaja,60.10512,24.97539,2026-01-02,-1.8,-4.0
Helsinki Harmaja,60.10512,24.97539,2026-01-03,-1.3,-7.6
Helsinki Harmaja,60.10512,24.97539,2026-01-04,-6.9,-11.7
Helsinki Kaisaniemi,60.17523,24.94459,2025-12-31,-6.5,-11.3
Helsinki Kaisaniemi,60.17523,24.94459,2026-01-01,-4.2,-13.4
Helsinki Kaisaniemi,60.17523,24.94459,2026-01-02,-2.8,-5.8
Helsinki Kaisaniemi,60.17523,24.94459,2026-01-03,-2.6,-8.7
Helsinki Kaisaniemi,60.17523,24.94459,2026-01-04,-8.7,-13.3
Helsinki Kumpula,60.20307,24.96131,2025-12-31,-7.0,-13.0
Helsinki Kumpula,60.20307,24.96131,2026-01-01,-4.9,-15.0
Helsinki Kumpula,60.20307,24.96131,2026-01-02,-3.6,-6.6
Helsinki Kumpula,60.20307,24.96131,2026-01-03,-3.1,-9.1
Helsinki Kumpula,60.20307,24.96131,2026-01-04,-9.1,-13.7
Helsinki Malmi lentokenttä,60.25299,25.04549,2025-12-31,-7.1,-15.7
Helsinki Malmi lentokenttä,60.25299,25.04549,2026-01-01,-9.2,-18.9
Helsinki Malmi lentokenttä,60.25299,25.04549,2026-01-02,-3.8,-9.9
Helsinki Malmi lentokenttä,60.25299,25.04549,2026-01-03,-3.8,-9.3
Helsinki Malmi lentokenttä,60.25299,25.04549,2026-01-04,-9.3,-14.1
Helsinki Vuosaari satama,60.20867,25.1959,2025-12-31,-6.0,-10.1
Helsinki Vuosaari satama,60.20867,25.1959,2026-01-01,-3.1,-12.4
Helsinki Vuosaari satama,60.20867,25.1959,2026-01-02,-2.0,-5.6
Helsinki Vuosaari satama,60.20867,25.1959,2026-01-03,-1.9,-8.6
Helsinki Vuosaari satama,60.20867,25.1959,2026-01-04,-8.1,-13.1
Hyvinkää Hyvinkäänkylä,60.59589,24.80297,2025-12-31,-8.4,-17.5
Hyvinkää Hyvinkäänkylä,60.59589,24.80297,2026-01-01,-13.1,-21.5
Hyvinkää Hyvinkäänkylä,60.59589,24.80297,2026-01-02,-8.0,-13.2
Hyvinkää Hyvinkäänkylä,60.59589,24.80297,2026-01-03,-7.7,-10.9
Hyvinkää Hyvinkäänkylä,60.59589,24.80297,2026-01-04,-10.6,-16.3
Hämeenlinna Katinen,60.9992,24.49163,2025-12-31,-8.1,-14.2
Hämeenlinna Katinen,60.9992,24.49163,2026-01-01,-11.7,-16.2
Hämeenlinna Katinen,60.9992,24.49163,2026-01-02,-8.8,-12.8
Hämeenlinna Katinen,60.9992,24.49163,2026-01-03,-7.8,-11.2
Hämeenlinna Katinen,60.9992,24.49163,2026-01-04,-11.2,-17.6
Hämeenlinna Lammi Pappila,61.05408,25.03844,2025-12-31,-10.1,-16.8
Hämeenlinna Lammi Pappila,61.05408,25.03844,2026-01-01,-12.7,-19.7
Hämeenlinna Lammi Pappila,61.05408,25.03844,2026-01-02,-9.4,-14.8
Hämeenlinna Lammi Pappila,61.05408,25.03844,2026-01-03,-8.3,-12.6
Hämeenlinna Lammi Pappila,61.05408,25.03844,2026-01-04,-12.4,-18.8
Ilmajoki Seinäjoki lentoasema,62.68571,22.84272,2025-12-31,-12.1,-17.3
Ilmajoki Seinäjoki lentoasema,62.68571,22.84272,2026-01-01,-14.0,-19.0
Ilmajoki Seinäjoki lentoasema,62.68571,22.84272,2026-01-02,-12.2,-18.4
Ilmajoki Seinäjoki lentoasema,62.68571,22.84272,2026-01-03,-11.9,-15.0
Ilmajoki Seinäjoki lentoasema,62.68571,22.84272,2026-01-04,-14.8,-26.6
Ilomantsi Mekrijärvi,62.76942,30.97467,2025-12-31,-8.3,-20.2
Ilomantsi Mekrijärvi,62.76942,30.97467,2026-01-01,-17.7,-25.8
Ilomantsi Mekrijärvi,62.76942,30.97467,2026-01-02,-14.8,-26.0
Ilomantsi Mekrijärvi,62.76942,30.97467,2026-01-03,-11.4,-18.4
Ilomantsi Mekrijärvi,62.76942,30.97467,2026-01-04,-17.5,-22.7
Inari Angeli Lintupuoliselkä,68.90296,25.73646,2025-12-31,-15.9,-21.5
Inari Angeli Lintupuoliselkä,68.90296,25.73646,2026-01-01,-20.6,-32.0
Inari Angeli Lintupuoliselkä,68.90296,25.73646,2026-01-02,-17.8,-31.2
Inari Angeli Lintupuoliselkä,68.90296,25.73646,2026-01-03,-22.0,-28.4
Inari Angeli Lintupuoliselkä,68.90296,25.73646,2026-01-04,-19.9,-23.2
Inari Ivalo lentoasema,68.61336,27.4189,2025-12-31,-11.2,-27.4
Inari Ivalo lentoasema,68.61336,27.4189,2026-01-01,-26.1,-32.2
Inari Ivalo lentoasema,68.61336,27.4189,2026-01-02,-26.1,-32.9
Inari Ivalo lentoasema,68.61336,27.4189,2026-01-03,-30.1,-34.8
Inari Ivalo lentoasema,68.61336,27.4189,2026-01-04,-22.3,-32.1
Inari Kaamanen,69.14089,27.26567,2025-12-31,-12.1,-26.8
Inari Kaamanen,69.14089,27.26567,2026-01-01,-26.0,-33.4
Inari Kaamanen,69.14089,27.26567,2026-01-02,-29.9,-33.9
Inari Kaamanen,69.14089,27.26567,2026-01-03,-29.1,-35.4
Inari Kaamanen,69.14089,27.26567,2026-01-04,-26.1,-37.1
Inari Kirakkajärvi,69.5825,28.89409,2025-12-31,-10.9,-28.4
Inari Kirakkajärvi,69.5825,28.89409,2026-01-01,-27.9,-33.5
Inari Kirakkajärvi,69.5825,28.89409,2026-01-02,-31.6,-34.1
Inari Kirakkajärvi,69.5825,28.89409,2026-01-03,-24.9,-33.3
Inari Kirakkajärvi,69.5825,28.89409,2026-01-04,-25.1,-32.2
Inari Nellim,68.84928,28.29911,2025-12-31,-13.0,-29.7
Inari Nellim,68.84928,28.29911,2026-01-01,-28.8,-33.3
Inari Nellim,68.84928,28.29911,2026-01-02,-26.9,-31.4
Inari Nellim,68.84928,28.29911,2026-01-03,-28.6,-35.0
Inari Nellim,68.84928,28.29911,2026-01-04,-22.7,-36.3
Inari Raja-Jooseppi Kontiojärvi,68.47055,28.31572,2025-12-31,-16.4,-23.2
Inari Raja-Jooseppi Kontiojärvi,68.47055,28.31572,2026-01-01,-18.7,-28.5
Inari Raja-Jooseppi Kontiojärvi,68.47055,28.31572,2026-01-02,-24.1,-31.8
Inari Raja-Jooseppi Kontiojärvi,68.47055,28.31572,2026-01-03,-28.1,-34.5
Inari Raja-Jooseppi Kontiojärvi,68.47055,28.31572,2026-01-04,-22.7,-31.7
Inari Saariselkä Kaunispää,68.43399,27.44515,2025-12-31,-13.1,-15.3
Inari Saariselkä Kaunispää,68.43399,27.44515,2026-01-01,-13.7,-15.4
Inari Saariselkä Kaunispää,68.43399,27.44515,2026-01-02,-11.2,-14.7
Inari Saariselkä Kaunispää,68.43399,27.44515,2026-01-03,-14.1,-18.3
Inari Saariselkä Kaunispää,68.43399,27.44515,2026-01-04,-16.5,-18.8
Inari Saariselkä matkailukeskus,68.41507,27.41323,2025-12-31,-18.8,-26.5
Inari Saariselkä matkailukeskus,68.41507,27.41323,2026-01-01,-15.5,-29.3
Inari Saariselkä matkailukeskus,68.41507,27.41323,2026-01-02,-16.5,-27.0
Inari Saariselkä matkailukeskus,68.41507,27.41323,2026-01-03,-23.4,-29.6
Inari Saariselkä matkailukeskus,68.41507,27.41323,2026-01-04,-17.2,-25.7
Inari Seitalaassa,69.04853,27.757,2025-12-31,-15.0,-28.0
Inari Seitalaassa,69.04853,27.757,2026-01-01,-23.9,-33.9
Inari Seitalaassa,69.04853,27.757,2026-01-02,-29.2,-32.3
Inari Seitalaassa,69.04853,27.757,2026-01-03,-29.0,-33.5
Inari Seitalaassa,69.04853,27.757,2026-01-04,-24.3,-34.3
Inkoo Bågaskär,59.93114,24.01408,2025-12-31,-4.3,-8.8
Inkoo Bågaskär,59.93114,24.01408,2026-01-01,-3.2,-9.5
Inkoo Bågaskär,59.93114,24.01408,2026-01-02,-2.2,-4.3
Inkoo Bågaskär,59.93114,24.01408,2026-01-03,-0.7,-6.7
Inkoo Bågaskär,59.93114,24.01408,2026-01-04,-6.6,-10.9
Inkoo Jakobramsjö,59.99464,23.9956,2025-12-31,-4.9,-9.0
Inkoo Jakobramsjö,59.99464,23.9956,2026-01-01,-2.9,-9.7
Inkoo Jakobramsjö,59.99464,23.9956,2026-01-02,-2.2,-4.2
Inkoo Jakobramsjö,59.99464,23.9956,2026-01-03,-1.0,-7.2
Inkoo Jakobramsjö,59.99464,23.9956,2026-01-04,-7.0,-11.7
Joensuu Linnunlahti,62.60179,29.72713,2025-12-31,-8.4,-19.6
Joensuu Linnunlahti,62.60179,29.72713,2026-01-01,-19.5,-25.5
Joensuu Linnunlahti,62.60179,29.72713,2026-01-02,-12.3,-25.4
Joensuu Linnunlahti,62.60179,29.72713,2026-01-03,-11.3,-15.4
Joensuu Linnunlahti,62.60179,29.72713,2026-01-04,-15.4,-21.1
Jokioinen Ilmala,60.81397,23.49825,2025-12-31,-8.3,-15.8
Jokioinen Ilmala,60.81397,23.49825,2026-01-01,-10.3,-17.7
Jokioinen Ilmala,60.81397,23.49825,2026-01-02,-7.8,-11.6
Jokioinen Ilmala,60.81397,23.49825,2026-01-03,-7.7,-10.5
Jokioinen Ilmala,60.81397,23.49825,2026-01-04,-10.5,-18.4
Jomala Jomalaby,60.17824,19.98686,2025-12-31,-3.3,-11.7
Jomala Jomalaby,60.17824,19.98686,2026-01-01,-0.2,-11.3
Jomala Jomalaby,60.17824,19.98686,2026-01-02,-1.0,-5.3
Jomala Jomalaby,60.17824,19.98686,2026-01-03,-3.8,-5.2
Jomala Jomalaby,60.17824,19.98686,2026-01-04,-4.4,-8.8
Jomala Maarianhamina lentoasema,60.12735,19.90038,2025-12-31,-2.7,-15.3
Jomala Maarianhamina lentoasema,60.12735,19.90038,2026-01-01,0.1,-15.6
Jomala Maarianhamina lentoasema,60.12735,19.90038,2026-01-02,-1.0,-5.2
Jomala Maarianhamina lentoasema,60.12735,19.90038,2026-01-03,-3.4,-5.1
Jomala Maarianhamina lentoasema,60.12735,19.90038,2026-01-04,-4.3,-9.0
Joutsa Savenaho,61.87942,26.09478,2025-12-31,-11.6,-18.0
Joutsa Savenaho,61.87942,26.09478,2026-01-01,-15.2,-18.6
Joutsa Savenaho,61.87942,26.09478,2026-01-02,-11.0,-18.7
Joutsa Savenaho,61.87942,26.09478,2026-01-03,-10.4,-13.5
Joutsa Savenaho,61.87942,26.09478,2026-01-04,-13.3,-24.0
Juuka Niemelä,63.23236,29.23397,2025-12-31,-12.1,-25.0
Juuka Niemelä,63.23236,29.23397,2026-01-01,-18.6,-27.2
Juuka Niemelä,63.23236,29.23397,2026-01-02,-15.7,-28.9
Juuka Niemelä,63.23236,29.23397,2026-01-03,-11.1,-18.7
Juuka Niemelä,63.23236,29.23397,2026-01-04,-15.1,-24.8
Juupajoki Hyytiälä,61.84591,24.28696,2025-12-31,-10.2,-14.6
Juupajoki Hyytiälä,61.84591,24.28696,2026-01-01,-12.7,-18.5
Juupajoki Hyytiälä,61.84591,24.28696,2026-01-02,-11.1,-17.1
Juupajoki Hyytiälä,61.84591,24.28696,2026-01-03,-10.5,-12.9
Juupajoki Hyytiälä,61.84591,24.28696,2026-01-04,-12.8,-21.6
Juva Partala,61.8923,27.88528,2025-12-31,-10.0,-15.6
Juva Partala,61.8923,27.88528,2026-01-01,-12.4,-23.1
Juva Partala,61.8923,27.88528,2026-01-02,-10.0,-23.1
Juva Partala,61.8923,27.88528,2026-01-03,-9.5,-15.2
Juva Partala,61.8923,27.88528,2026-01-04,-14.5,-20.8
Jyväskylä lentoasema,62.39758,25.67087,2025-12-31,-11.8,-19.7
Jyväskylä lentoasema,62.39758,25.67087,2026-01-01,-13.1,-23.2
Jyväskylä lentoasema,62.39758,25.67087,2026-01-02,-12.4,-20.8
Jyväskylä lentoasema,62.39758,25.67087,2026-01-03,-11.2,-15.7
Jyväskylä lentoasema,62.39758,25.67087,2026-01-04,-15.3,-24.3
Jyväskylä lentoasema AWOS,62.39332,25.68862,2025-12-31,-11.3,-20.4
Jyväskylä lentoasema AWOS,62.39332,25.68862,2026-01-01,-13.8,-24.1
Jyväskylä lentoasema AWOS,62.39332,25.68862,2026-01-02,-12.3,-20.0
Jyväskylä lentoasema AWOS,62.39332,25.68862,2026-01-03,-11.2,-14.9
Jyväskylä lentoasema AWOS,62.39332,25.68862,2026-01-04,-14.7,-24.7
Jämsä Halli Lentoasemantie,61.85959,24.81483,2025-12-31,-10.7,-15.7
Jämsä Halli Lentoasemantie,61.85959,24.81483,2026-01-01,-12.5,-18.7
Jämsä Halli Lentoasemantie,61.85959,24.81483,2026-01-02,-11.1,-16.1
Jämsä Halli Lentoasemantie,61.85959,24.81483,2026-01-03,-10.6,-13.9
Jämsä Halli Lentoasemantie,61.85959,24.81483,2026-01-04,-12.8,-21.8
Jämsä Halli lentoasema,61.85551,24.80459,2025-12-31,-10.5,-14.7
Jämsä Halli lentoasema,61.85551,24.80459,2026-01-01,-12.5,-20.6
Jämsä Halli lentoasema,61.85551,24.80459,2026-01-02,-11.1,-16.8
Jämsä Halli lentoasema,61.85551,24.80459,2026-01-03,-10.5,-13.7
Jämsä Halli lentoasema,61.85551,24.80459,2026-01-04,-12.8,-22.2
Kaarina Yltöinen,60.3869,22.55183,2025-12-31,-6.4,-14.5
Kaarina Yltöinen,60.3869,22.55183,2026-01-01,-6.1,-16.5
Kaarina Yltöinen,60.3869,22.55183,2026-01-02,-5.2,-6.8
Kaarina Yltöinen,60.3869,22.55183,2026-01-03,-6.0,-8.1
Kaarina Yltöinen,60.3869,22.55183,2026-01-04,-8.1,-15.2
Kajaani Petäisenniska,64.21678,27.75194,2025-12-31,-16.6,-19.8
Kajaani Petäisenniska,64.21678,27.75194,2026-01-01,-18.2,-22.5
Kajaani Petäisenniska,64.21678,27.75194,2026-01-02,-20.4,-26.8
Kajaani Petäisenniska,64.21678,27.75194,2026-01-03,-15.1,-21.5
Kajaani Petäisenniska,64.21678,27.75194,2026-01-04,-18.9,-25.3
Kajaani lentoasema,64.2829,27.67114,2025-12-31,-17.9,-25.4
Kajaani lentoasema,64.2829,27.67114,2026-01-01,-18.9,-26.9
Kajaani lentoasema,64.2829,27.67114,2026-01-02,-19.9,-30.6
Kajaani lentoasema,64.2829,27.67114,2026-01-03,-15.5,-22.2
Kajaani lentoasema,64.2829,27.67114,2026-01-04,-20.2,-29.5
Kalajoki Ulkokalla,64.33073,23.44627,2025-12-31,-2.7,-4.9
Kalajoki Ulkokalla,64.33073,23.44627,2026-01-01,-4.3,-11.4
Kalajoki Ulkokalla,64.33073,23.44627,2026-01-02,-10.1,-13.4
Kalajoki Ulkokalla,64.33073,23.44627,2026-01-03,-8.8,-13.4
Kalajoki Ulkokalla,64.33073,23.44627,2026-01-04,-7.4,-11.5
Kankaanpää Niinisalo lentokenttä,61.83864,22.46368,2025-12-31,-10.2,-17.1
Kankaanpää Niinisalo lentokenttä,61.83864,22.46368,2026-01-01,-10.5,-18.3
Kankaanpää Niinisalo lentokenttä,61.83864,22.46368,2026-01-02,-10.7,-13.5
Kankaanpää Niinisalo lentokenttä,61.83864,22.46368,2026-01-03,-10.2,-11.7
Kankaanpää Niinisalo lentokenttä,61.83864,22.46368,2026-01-04,-11.7,-20.0
Karvia Alkkia,62.18329,22.79983,2025-12-31,-13.1,-18.6
Karvia Alkkia,62.18329,22.79983,2026-01-01,-12.8,-21.3
Karvia Alkkia,62.18329,22.79983,2026-01-02,-11.6,-17.4
Karvia Alkkia,62.18329,22.79983,2026-01-03,-11.5,-12.5
Karvia Alkkia,62.18329,22.79983,2026-01-04,-12.4,-23.3
Kaskinen Sälgrund,62.33382,21.19081,2025-12-31,-2.9,-6.0
Kaskinen Sälgrund,62.33382,21.19081,2026-01-01,-5.0,-9.9
Kaskinen Sälgrund,62.33382,21.19081,2026-01-02,-9.7,-13.1
Kaskinen Sälgrund,62.33382,21.19081,2026-01-03,-10.1,-13.4
Kaskinen Sälgrund,62.33382,21.19081,2026-01-04,-10.7,-17.3
Kauhajoki Kuja-Kokko,62.41345,22.18372,2025-12-31,-11.1,-16.2
Kauhajoki Kuja-Kokko,62.41345,22.18372,2026-01-01,-10.5,-17.1
Kauhajoki Kuja-Kokko,62.41345,22.18372,2026-01-02,-11.2,-16.9
Kauhajoki Kuja-Kokko,62.41345,22.18372,2026-01-03,-11.4,-14.7
Kauhajoki Kuja-Kokko,62.41345,22.18372,2026-01-04,-13.8,-23.2
Kauhava lentokenttä,63.12033,23.04364,2025-12-31,-11.5,-20.4
Kauhava lentokenttä,63.12033,23.04364,2026-01-01,-16.1,-20.9
Kauhava lentokenttä,63.12033,23.04364,2026-01-02,-13.0,-19.6
Kauhava lentokenttä,63.12033,23.04364,2026-01-03,-12.3,-16.9
Kauhava lentokenttä,63.12033,23.04364,2026-01-04,-16.6,-23.8
Kemi Ajos,65.67318,24.51519,2025-12-31,-12.3,-17.8
Kemi Ajos,65.67318,24.51519,2026-01-01,-15.8,-19.9
Kemi Ajos,65.67318,24.51519,2026-01-02,-15.3,-19.3
Kemi Ajos,65.67318,24.51519,2026-01-03,-19.0,-22.1
Kemi Ajos,65.67318,24.51519,2026-01-04,-18.9,-23.5
Kemi I majakka,65.38508,24.09568,2025-12-31,-6.1,-10.8
Kemi I majakka,65.38508,24.09568,2026-01-01,-9.9,-13.1
Kemi I majakka,65.38508,24.09568,2026-01-02,-9.8,-14.2
Kemi I majakka,65.38508,24.09568,2026-01-03,-12.5,-15.8
Kemi I majakka,65.38508,24.09568,2026-01-04,-12.7,-16.1
Kemi Kemi-Tornio lentoasema,65.78944,24.58278,2025-12-31,-18.0,-23.4
Kemi Kemi-Tornio lentoasema,65.78944,24.58278,2026-01-01,-16.7,-22.3
Kemi Kemi-Tornio lentoasema,65.78944,24.58278,2026-01-02,-16.9,-22.7
Kemi Kemi-Tornio lentoasema,65.78944,24.58278,2026-01-03,-21.4,-24.9
Kemi Kemi-Tornio lentoasema,65.78944,24.58278,2026-01-04,-20.0,-26.2
Kemijärvi lentokenttä,66.71556,27.15906,2025-12-31,-15.6,-28.1
Kemijärvi lentokenttä,66.71556,27.15906,2026-01-01,-15.7,-30.0
Kemijärvi lentokenttä,66.71556,27.15906,2026-01-02,-15.4,-30.8
Kemijärvi lentokenttä,66.71556,27.15906,2026-01-03,-23.4,-33.4
Kemijärvi lentokenttä,66.71556,27.15906,2026-01-04,-21.1,-33.1
Kemiönsaari Kemiö,60.17123,22.75768,2025-12-31,-6.2,-14.6
Kemiönsaari Kemiö,60.17123,22.75768,2026-01-01,-4.1,-16.7
Kemiönsaari Kemiö,60.17123,22.75768,2026-01-02,-3.5,-5.7
Kemiönsaari Kemiö,60.17123,22.75768,2026-01-03,-4.7,-7.4
Kemiönsaari Kemiö,60.17123,22.75768,2026-01-04,-7.4,-13.3
Kemiönsaari Vänö,59.86949,22.19343,2025-12-31,-3.3,-5.3
Kemiönsaari Vänö,59.86949,22.19343,2026-01-01,-0.7,-7.7
