station,lat,lon,day,tmax,tmin
Kemiönsaari Vänö,59.86949,22.19343,2026-01-02,-1.1,-3.2
Kemiönsaari Vänö,59.86949,22.19343,2026-01-03,-0.8,-5.3
Kemiönsaari Vänö,59.86949,22.19343,2026-01-04,-5.3,-10.5
Kirkkonummi Mäkiluoto,59.91982,24.35023,2025-12-31,-4.9,-7.6
Kirkkonummi Mäkiluoto,59.91982,24.35023,2026-01-01,-3.2,-9.4
Kirkkonummi Mäkiluoto,59.91982,24.35023,2026-01-02,-2.1,-4.2
Kirkkonummi Mäkiluoto,59.91982,24.35023,2026-01-03,-0.6,-6.4
Kirkkonummi Mäkiluoto,59.91982,24.35023,2026-01-04,-6.3,-12.0
Kittilä Kenttärova,67.98721,24.24301,2025-12-31,-14.4,-19.6
Kittilä Kenttärova,67.98721,24.24301,2026-01-01,-18.9,-23.8
Kittilä Kenttärova,67.98721,24.24301,2026-01-02,-16.8,-23.8
Kittilä Kenttärova,67.98721,24.24301,2026-01-03,-18.8,-25.5
Kittilä Kenttärova,67.98721,24.24301,2026-01-04,-20.4,-26.3
Kittilä Lompolonvuoma,67.99746,24.20955,2025-12-31,-21.7,-31.8
Kittilä Lompolonvuoma,67.99746,24.20955,2026-01-01,-19.3,-34.1
Kittilä Lompolonvuoma,67.99746,24.20955,2026-01-02,-17.0,-32.7
Kittilä Lompolonvuoma,67.99746,24.20955,2026-01-03,-22.5,-34.2
Kittilä Lompolonvuoma,67.99746,24.20955,2026-01-04,-21.4,-34.2
Kittilä Matorova,67.99996,24.24016,2025-12-31,-12.3,-18.5
Kittilä Matorova,67.99996,24.24016,2026-01-01,-17.5,-24.5
Kittilä Matorova,67.99996,24.24016,2026-01-02,-15.2,-23.8
Kittilä Matorova,67.99996,24.24016,2026-01-03,-17.6,-28.7
Kittilä Matorova,67.99996,24.24016,2026-01-04,-20.8,-26.8
Kittilä Pakatti,67.66924,24.92927,2025-12-31,-23.0,-33.0
Kittilä Pakatti,67.66924,24.92927,2026-01-01,-17.3,-35.1
Kittilä Pakatti,67.66924,24.92927,2026-01-02,-15.8,-29.9
Kittilä Pakatti,67.66924,24.92927,2026-01-03,-19.6,-32.5
Kittilä Pakatti,67.66924,24.92927,2026-01-04,-20.6,-24.3
Kittilä Pokka,68.16961,25.78316,2025-12-31,-16.9,-30.2
Kittilä Pokka,68.16961,25.78316,2026-01-01,-20.7,-34.4
Kittilä Pokka,68.16961,25.78316,2026-01-02,-17.5,-29.8
Kittilä Pokka,68.16961,25.78316,2026-01-03,-22.0,-31.0
Kittilä Pokka,68.16961,25.78316,2026-01-04,-18.8,-21.9
Kittilä lentoasema,67.69168,24.85538,2025-12-31,-19.0,-32.0
Kittilä lentoasema,67.69168,24.85538,2026-01-01,-17.1,-36.0
Kittilä lentoasema,67.69168,24.85538,2026-01-02,-15.5,-31.7
Kittilä lentoasema,67.69168,24.85538,2026-01-03,-19.7,-35.8
Kittilä lentoasema,67.69168,24.85538,2026-01-04,-20.6,-24.7
Kokemäki Tulkkila,61.25294,22.34613,2025-12-31,-7.1,-14.6
Kokemäki Tulkkila,61.25294,22.34613,2026-01-01,-9.5,-14.9
Kokemäki Tulkkila,61.25294,22.34613,2026-01-02,-8.7,-10.0
Kokemäki Tulkkila,61.25294,22.34613,2026-01-03,-8.3,-9.8
Kokemäki Tulkkila,61.25294,22.34613,2026-01-04,-9.8,-18.1
Kokkola Santahaka,63.83882,23.09715,2025-12-31,-4.4,-12.3
Kokkola Santahaka,63.83882,23.09715,2026-01-01,-8.0,-19.2
Kokkola Santahaka,63.83882,23.09715,2026-01-02,-16.1,-19.6
Kokkola Santahaka,63.83882,23.09715,2026-01-03,-13.1,-18.6
Kokkola Santahaka,63.83882,23.09715,2026-01-04,-15.0,-21.7
Kokkola Tankar,63.95114,22.84537,2025-12-31,-2.4,-5.3
Kokkola Tankar,63.95114,22.84537,2026-01-01,-4.1,-12.5
Kokkola Tankar,63.95114,22.84537,2026-01-02,-8.1,-14.2
Kokkola Tankar,63.95114,22.84537,2026-01-03,-8.4,-13.2
Kokkola Tankar,63.95114,22.84537,2026-01-04,-6.8,-13.2
Korsnäs Bredskäret,62.93488,21.18485,2025-12-31,-3.7,-7.3
Korsnäs Bredskäret,62.93488,21.18485,2026-01-01,-6.8,-11.7
Korsnäs Bredskäret,62.93488,21.18485,2026-01-02,-8.5,-14.6
Korsnäs Bredskäret,62.93488,21.18485,2026-01-03,-8.3,-14.6
Korsnäs Bredskäret,62.93488,21.18485,2026-01-04,-10.9,-14.5
Kotka Haapasaari,60.28676,27.18482,2025-12-31,-3.3,-8.5
Kotka Haapasaari,60.28676,27.18482,2026-01-01,-4.5,-9.0
Kotka Haapasaari,60.28676,27.18482,2026-01-02,-4.3,-6.3
Kotka Haapasaari,60.28676,27.18482,2026-01-03,-4.2,-7.2
Kotka Haapasaari,60.28676,27.18482,2026-01-04,-7.0,-11.0
Kotka Rankki,60.37538,26.95893,2025-12-31,-4.2,-10.2
Kotka Rankki,60.37538,26.95893,2026-01-01,-5.4,-10.5
Kotka Rankki,60.37538,26.95893,2026-01-02,-4.1,-6.1
Kotka Rankki,60.37538,26.95893,2026-01-03,-4.0,-8.0
Kotka Rankki,60.37538,26.95893,2026-01-04,-7.7,-12.1
Kouvola Anjala,60.6965,26.81106,2025-12-31,-6.4,-14.9
Kouvola Anjala,60.6965,26.81106,2026-01-01,-14.1,-20.3
Kouvola Anjala,60.6965,26.81106,2026-01-02,-8.3,-15.0
Kouvola Anjala,60.6965,26.81106,2026-01-03,-6.8,-10.5
Kouvola Anjala,60.6965,26.81106,2026-01-04,-10.3,-16.3
Kouvola Utti Lentoportintie,60.88909,26.92929,2025-12-31,-8.0,-13.4
Kouvola Utti Lentoportintie,60.88909,26.92929,2026-01-01,-12.2,-19.0
Kouvola Utti Lentoportintie,60.88909,26.92929,2026-01-02,-9.5,-16.7
Kouvola Utti Lentoportintie,60.88909,26.92929,2026-01-03,-7.9,-11.8
Kouvola Utti Lentoportintie,60.88909,26.92929,2026-01-04,-11.6,-18.2
Kouvola Utti lentoasema,60.89839,26.94882,2025-12-31,-7.9,-12.9
Kouvola Utti lentoasema,60.89839,26.94882,2026-01-01,-11.7,-19.0
Kouvola Utti lentoasema,60.89839,26.94882,2026-01-02,-9.4,-16.8
Kouvola Utti lentoasema,60.89839,26.94882,2026-01-03,-7.9,-11.9
Kouvola Utti lentoasema,60.89839,26.94882,2026-01-04,-11.7,-18.0
Kruunupyy Kokkola-Pietarsaari lentoasema,63.72655,23.14359,2025-12-31,-8.6,-17.4
Kruunupyy Kokkola-Pietarsaari lentoasema,63.72655,23.14359,2026-01-01,-12.4,-20.7
Kruunupyy Kokkola-Pietarsaari lentoasema,63.72655,23.14359,2026-01-02,-17.1,-20.8
Kruunupyy Kokkola-Pietarsaari lentoasema,63.72655,23.14359,2026-01-03,-13.7,-19.2
Kruunupyy Kokkola-Pietarsaari lentoasema,63.72655,23.14359,2026-01-04,-16.1,-24.0
Kuhmo Kalliojoki,64.29756,30.17068,2025-12-31,-17.3,-28.7
Kuhmo Kalliojoki,64.29756,30.17068,2026-01-01,-13.6,-28.7
Kuhmo Kalliojoki,64.29756,30.17068,2026-01-02,-22.3,-31.3
Kuhmo Kalliojoki,64.29756,30.17068,2026-01-03,-17.9,-25.6
Kuhmo Kalliojoki,64.29756,30.17068,2026-01-04,-15.7,-24.2
Kumlinge kirkonkylä,60.25823,20.74698,2025-12-31,-2.3,-5.5
Kumlinge kirkonkylä,60.25823,20.74698,2026-01-01,-0.3,-5.4
Kumlinge kirkonkylä,60.25823,20.74698,2026-01-02,-1.3,-5.7
Kumlinge kirkonkylä,60.25823,20.74698,2026-01-03,-4.3,-6.0
Kumlinge kirkonkylä,60.25823,20.74698,2026-01-04,-5.8,-11.7
Kuopio Maaninka,63.14343,27.31317,2025-12-31,-13.5,-21.8
Kuopio Maaninka,63.14343,27.31317,2026-01-01,-14.6,-24.8
Kuopio Maaninka,63.14343,27.31317,2026-01-02,-14.2,-28.1
Kuopio Maaninka,63.14343,27.31317,2026-01-03,-11.2,-16.8
Kuopio Maaninka,63.14343,27.31317,2026-01-04,-16.4,-24.5
Kuopio Ritoniemi,62.79892,27.90495,2025-12-31,-10.3,-14.4
Kuopio Ritoniemi,62.79892,27.90495,2026-01-01,-14.0,-20.2
Kuopio Ritoniemi,62.79892,27.90495,2026-01-02,-12.5,-21.6
Kuopio Ritoniemi,62.79892,27.90495,2026-01-03,-11.2,-14.8
Kuopio Ritoniemi,62.79892,27.90495,2026-01-04,-14.8,-22.6
Kuopio Savilahti,62.89256,27.63331,2025-12-31,-12.2,-15.7
Kuopio Savilahti,62.89256,27.63331,2026-01-01,-14.9,-20.9
Kuopio Savilahti,62.89256,27.63331,2026-01-02,-13.3,-22.6
Kuopio Savilahti,62.89256,27.63331,2026-01-03,-11.0,-14.8
Kuopio Savilahti,62.89256,27.63331,2026-01-04,-14.8,-22.3
Kustavi Isokari,60.7222,21.02681,2025-12-31,-2.1,-5.5
Kustavi Isokari,60.7222,21.02681,2026-01-01,-3.3,-4.5
Kustavi Isokari,60.7222,21.02681,2026-01-02,-4.2,-7.4
Kustavi Isokari,60.7222,21.02681,2026-01-03,-5.1,-7.3
Kustavi Isokari,60.7222,21.02681,2026-01-04,-6.8,-13.1
Kuusamo Juuma,66.32027,29.39967,2025-12-31,-13.9,-17.2
Kuusamo Juuma,66.32027,29.39967,2026-01-01,-13.6,-17.5
Kuusamo Juuma,66.32027,29.39967,2026-01-02,-13.0,-24.4
Kuusamo Juuma,66.32027,29.39967,2026-01-03,-17.4,-25.5
Kuusamo Juuma,66.32027,29.39967,2026-01-04,-16.2,-27.4
Kuusamo Kiutaköngäs,66.36999,29.31188,2025-12-31,-13.0,-22.8
Kuusamo Kiutaköngäs,66.36999,29.31188,2026-01-01,-16.3,-23.2
Kuusamo Kiutaköngäs,66.36999,29.31188,2026-01-02,-23.2,-33.2
Kuusamo Kiutaköngäs,66.36999,29.31188,2026-01-03,-25.7,-33.9
Kuusamo Kiutaköngäs,66.36999,29.31188,2026-01-04,-22.9,-33.1
Kuusamo Rukatunturi,66.16614,29.15177,2025-12-31,-14.0,-17.4
Kuusamo Rukatunturi,66.16614,29.15177,2026-01-01,-11.8,-14.3
Kuusamo Rukatunturi,66.16614,29.15177,2026-01-02,-13.3,-16.4
Kuusamo Rukatunturi,66.16614,29.15177,2026-01-03,-15.4,-18.3
Kuusamo Rukatunturi,66.16614,29.15177,2026-01-04,-15.0,-19.2
Kuusamo Välikangas,65.9981,29.22527,2025-12-31,-13.5,-17.4
Kuusamo Välikangas,65.9981,29.22527,2026-01-01,-10.6,-20.4
Kuusamo Välikangas,65.9981,29.22527,2026-01-02,-15.5,-26.5
Kuusamo Välikangas,65.9981,29.22527,2026-01-03,-18.8,-29.3
Kuusamo Välikangas,65.9981,29.22527,2026-01-04,-17.9,-28.1
Kuusamo lentoasema,65.99334,29.22715,2025-12-31,-13.4,-17.2
Kuusamo lentoasema,65.99334,29.22715,2026-01-01,-10.3,-21.2
Kuusamo lentoasema,65.99334,29.22715,2026-01-02,-13.5,-26.9
Kuusamo lentoasema,65.99334,29.22715,2026-01-03,-18.4,-29.7
Kuusamo lentoasema,65.99334,29.22715,2026-01-04,-16.6,-28.0
Lahti Sopenkorpi,60.97465,25.6202,2025-12-31,-7.3,-12.4
Lahti Sopenkorpi,60.97465,25.6202,2026-01-01,-10.8,-19.2
Lahti Sopenkorpi,60.97465,25.6202,2026-01-02,-9.2,-14.3
Lahti Sopenkorpi,60.97465,25.6202,2026-01-03,-7.9,-11.7
Lahti Sopenkorpi,60.97465,25.6202,2026-01-04,-11.7,-17.6
Lappeenranta Hiekkapakka,61.1982,28.47308,2025-12-31,-4.8,-10.9
Lappeenranta Hiekkapakka,61.1982,28.47308,2026-01-01,-9.1,-18.3
Lappeenranta Hiekkapakka,61.1982,28.47308,2026-01-02,-8.9,-15.7
Lappeenranta Hiekkapakka,61.1982,28.47308,2026-01-03,-7.1,-12.0
Lappeenranta Hiekkapakka,61.1982,28.47308,2026-01-04,-11.7,-17.4
Lappeenranta Konnunsuo,61.03879,28.56395,2025-12-31,-5.0,-13.7
Lappeenranta Konnunsuo,61.03879,28.56395,2026-01-01,-10.0,-24.6
Lappeenranta Konnunsuo,61.03879,28.56395,2026-01-02,-9.1,-19.8
Lappeenranta Konnunsuo,61.03879,28.56395,2026-01-03,-7.0,-12.0
Lappeenranta Konnunsuo,61.03879,28.56395,2026-01-04,-11.5,-17.9
Lappeenranta lentoasema,61.0403,28.12916,2025-12-31,-6.2,-13.4
Lappeenranta lentoasema,61.0403,28.12916,2026-01-01,-11.6,-20.5
Lappeenranta lentoasema,61.0403,28.12916,2026-01-02,-9.6,-16.4
Lappeenranta lentoasema,61.0403,28.12916,2026-01-03,-7.7,-12.1
Lappeenranta lentoasema,61.0403,28.12916,2026-01-04,-12.1,-17.1
Lemland Nyhamn,59.95911,19.95374,2025-12-31,-0.4,-4.8
Lemland Nyhamn,59.95911,19.95374,2026-01-01,2.1,-3.6
Lemland Nyhamn,59.95911,19.95374,2026-01-02,0.0,-3.0
Lemland Nyhamn,59.95911,19.95374,2026-01-03,-1.3,-3.4
Lemland Nyhamn,59.95911,19.95374,2026-01-04,-2.6,-7.6
Lieksa Lampela,63.32108,30.04578,2025-12-31,-10.5,-24.9
Lieksa Lampela,63.32108,30.04578,2026-01-01,-17.4,-24.9
Lieksa Lampela,63.32108,30.04578,2026-01-02,-17.0,-25.3
Lieksa Lampela,63.32108,30.04578,2026-01-03,-11.2,-18.7
Lieksa Lampela,63.32108,30.04578,2026-01-04,-16.6,-20.4
Liperi Joensuu lentoasema,62.65695,29.63608,2025-12-31,-9.3,-21.6
Liperi Joensuu lentoasema,62.65695,29.63608,2026-01-01,-20.2,-26.5
Liperi Joensuu lentoasema,62.65695,29.63608,2026-01-02,-12.7,-26.6
Liperi Joensuu lentoasema,62.65695,29.63608,2026-01-03,-11.6,-15.7
Liperi Joensuu lentoasema,62.65695,29.63608,2026-01-04,-15.7,-20.7
Liperi Tuiskavanluoto,62.54601,29.66818,2025-12-31,-7.9,-18.6
Liperi Tuiskavanluoto,62.54601,29.66818,2026-01-01,-17.7,-22.9
Liperi Tuiskavanluoto,62.54601,29.66818,2026-01-02,-11.1,-22.9
Liperi Tuiskavanluoto,62.54601,29.66818,2026-01-03,-10.7,-15.0
Liperi Tuiskavanluoto,62.54601,29.66818,2026-01-04,-14.7,-18.8
Lohja Porla,60.24446,24.04951,2025-12-31,-6.1,-10.6
Lohja Porla,60.24446,24.04951,2026-01-01,-8.0,-12.1
Lohja Porla,60.24446,24.04951,2026-01-02,-4.3,-8.0
Lohja Porla,60.24446,24.04951,2026-01-03,-5.4,-8.6
Lohja Porla,60.24446,24.04951,2026-01-04,-8.5,-13.5
Loviisa Orrengrund,60.27476,26.44759,2025-12-31,-4.3,-8.3
Loviisa Orrengrund,60.27476,26.44759,2026-01-01,-4.1,-8.2
Loviisa Orrengrund,60.27476,26.44759,2026-01-02,-3.5,-5.1
Loviisa Orrengrund,60.27476,26.44759,2026-01-03,-3.6,-7.3
Loviisa Orrengrund,60.27476,26.44759,2026-01-04,-6.7,-11.6
Luhanka Judinsalo,61.70448,25.50529,2025-12-31,-6.7,-10.2
Luhanka Judinsalo,61.70448,25.50529,2026-01-01,-8.7,-15.2
Luhanka Judinsalo,61.70448,25.50529,2026-01-02,-10.3,-15.8
Luhanka Judinsalo,61.70448,25.50529,2026-01-03,-9.5,-12.5
Luhanka Judinsalo,61.70448,25.50529,2026-01-04,-12.1,-17.0
Lumparland Långnäs satama,60.11584,20.29765,2025-12-31,-2.6,-8.8
Lumparland Långnäs satama,60.11584,20.29765,2026-01-01,-0.1,-6.6
Lumparland Långnäs satama,60.11584,20.29765,2026-01-02,-0.9,-4.1
Lumparland Långnäs satama,60.11584,20.29765,2026-01-03,-2.2,-4.1
Lumparland Långnäs satama,60.11584,20.29765,2026-01-04,-4.0,-8.5
Maalahti Strömmingsbådan,62.97839,20.74008,2025-12-31,-2.2,-4.9
Maalahti Strömmingsbådan,62.97839,20.74008,2026-01-01,-3.8,-8.2
Maalahti Strömmingsbådan,62.97839,20.74008,2026-01-02,-4.7,-10.2
Maalahti Strömmingsbådan,62.97839,20.74008,2026-01-03,-4.6,-9.3
Maalahti Strömmingsbådan,62.97839,20.74008,2026-01-04,-5.8,-9.2
Maarianhamina Länsisatama,60.09136,19.9291,2025-12-31,-2.7,-8.7
Maarianhamina Länsisatama,60.09136,19.9291,2026-01-01,0.2,-9.3
Maarianhamina Länsisatama,60.09136,19.9291,2026-01-02,-1.1,-4.6
Maarianhamina Länsisatama,60.09136,19.9291,2026-01-03,-2.8,-4.7
Maarianhamina Länsisatama,60.09136,19.9291,2026-01-04,-3.7,-8.3
Mikkeli Lentoasema AWOS,61.68751,27.20671,2025-12-31,-10.6,-16.0
Mikkeli Lentoasema AWOS,61.68751,27.20671,2026-01-01,-12.4,-22.2
Mikkeli Lentoasema AWOS,61.68751,27.20671,2026-01-02,-9.5,-18.6
Mikkeli Lentoasema AWOS,61.68751,27.20671,2026-01-03,-8.9,-13.3
Mikkeli Lentoasema AWOS,61.68751,27.20671,2026-01-04,-13.4,-20.0
Mikkeli lentoasema,61.6886,27.20219,2025-12-31,-11.1,-17.2
Mikkeli lentoasema,61.6886,27.20219,2026-01-01,-12.4,-21.8
Mikkeli lentoasema,61.6886,27.20219,2026-01-02,-9.6,-19.6
Mikkeli lentoasema,61.6886,27.20219,2026-01-03,-9.0,-13.4
Mikkeli lentoasema,61.6886,27.20219,2026-01-04,-13.4,-21.0
Multia Karhila,62.51044,24.80764,2025-12-31,-12.4,-16.7
Multia Karhila,62.51044,24.80764,2026-01-01,-14.5,-20.2
Multia Karhila,62.51044,24.80764,2026-01-02,-13.7,-19.7
Multia Karhila,62.51044,24.80764,2026-01-03,-12.7,-14.6
Multia Karhila,62.51044,24.80764,2026-01-04,-14.6,-21.5
Muonio Laukukero,68.06284,24.03335,2025-12-31,-13.3,-15.2
Muonio Laukukero,68.06284,24.03335,2026-01-01,-13.9,-16.5
Muonio Laukukero,68.06284,24.03335,2026-01-02,-13.2,-15.8
Muonio Laukukero,68.06284,24.03335,2026-01-03,-13.3,-17.9
Muonio Laukukero,68.06284,24.03335,2026-01-04,-12.3,-16.0
Muonio Oustajärvi,67.94823,23.70782,2025-12-31,-27.3,-35.1
Muonio Oustajärvi,67.94823,23.70782,2026-01-01,-25.9,-37.5
Muonio Oustajärvi,67.94823,23.70782,2026-01-02,-21.2,-33.0
Muonio Oustajärvi,67.94823,23.70782,2026-01-03,-16.3,-33.2
Muonio Oustajärvi,67.94823,23.70782,2026-01-04,-22.8,-37.6
Muonio Sammaltunturi,67.97328,24.11559,2025-12-31,-11.8,-14.2
Muonio Sammaltunturi,67.97328,24.11559,2026-01-01,-13.1,-16.7
Muonio Sammaltunturi,67.97328,24.11559,2026-01-02,-11.6,-16.4
Muonio Sammaltunturi,67.97328,24.11559,2026-01-03,-14.3,-19.2
Muonio Sammaltunturi,67.97328,24.11559,2026-01-04,-14.3,-20.3
Mustasaari Valassaaret,63.43508,21.06856,2025-12-31,-3.6,-7.6
Mustasaari Valassaaret,63.43508,21.06856,2026-01-01,-5.7,-8.4
Mustasaari Valassaaret,63.43508,21.06856,2026-01-02,-5.5,-9.1
Mustasaari Valassaaret,63.43508,21.06856,2026-01-03,-5.3,-7.7
Mustasaari Valassaaret,63.43508,21.06856,2026-01-04,-4.8,-8.4
Mäntsälä Hirvihaara,60.62773,25.19342,2025-12-31,-8.8,-16.2
Mäntsälä Hirvihaara,60.62773,25.19342,2026-01-01,-13.7,-20.7
Mäntsälä Hirvihaara,60.62773,25.19342,2026-01-02,-8.1,-14.4
Mäntsälä Hirvihaara,60.62773,25.19342,2026-01-03,-7.5,-11.0
Mäntsälä Hirvihaara,60.62773,25.19342,2026-01-04,-10.8,-16.6
Nurmes Valtimo,63.6673,28.82927,2025-12-31,-14.1,-23.2
Nurmes Valtimo,63.6673,28.82927,2026-01-01,-18.2,-25.3
Nurmes Valtimo,63.6673,28.82927,2026-01-02,-19.2,-27.8
Nurmes Valtimo,63.6673,28.82927,2026-01-03,-12.0,-19.9
Nurmes Valtimo,63.6673,28.82927,2026-01-04,-15.6,-23.5
Nurmijärvi Röykkä,60.50872,24.65375,2025-12-31,-7.8,-13.1
Nurmijärvi Röykkä,60.50872,24.65375,2026-01-01,-11.4,-15.5
Nurmijärvi Röykkä,60.50872,24.65375,2026-01-02,-7.3,-12.5
Nurmijärvi Röykkä,60.50872,24.65375,2026-01-03,-7.6,-10.8
Nurmijärvi Röykkä,60.50872,24.65375,2026-01-04,-10.4,-15.8
Oulu Kaukovainio,64.99685,25.52233,2025-12-31,-12.8,-18.8
Oulu Kaukovainio,64.99685,25.52233,2026-01-01,-15.6,-20.6
Oulu Kaukovainio,64.99685,25.52233,2026-01-02,-18.7,-22.2
Oulu Kaukovainio,64.99685,25.52233,2026-01-03,-17.9,-20.4
Oulu Kaukovainio,64.99685,25.52233,2026-01-04,-18.6,-23.0
Oulu Vihreäsaari satama,65.00637,25.39325,2025-12-31,-10.9,-15.7
Oulu Vihreäsaari satama,65.00637,25.39325,2026-01-01,-14.6,-17.0
Oulu Vihreäsaari satama,65.00637,25.39325,2026-01-02,-15.1,-19.5
Oulu Vihreäsaari satama,65.00637,25.39325,2026-01-03,-16.9,-19.1
Oulu Vihreäsaari satama,65.00637,25.39325,2026-01-04,-16.5,-21.8
Oulu lentoasema,64.93503,25.3392,2025-12-31,-11.4,-19.6
Oulu lentoasema,64.93503,25.3392,2026-01-01,-14.7,-21.2
Oulu lentoasema,64.93503,25.3392,2026-01-02,-18.0,-22.1
Oulu lentoasema,64.93503,25.3392,2026-01-03,-17.5,-22.6
Oulu lentoasema,64.93503,25.3392,2026-01-04,-18.4,-25.1
Parainen Fagerholm,60.11163,21.69828,2025-12-31,-3.0,-5.5
Parainen Fagerholm,60.11163,21.69828,2026-01-01,-0.8,-6.3
Parainen Fagerholm,60.11163,21.69828,2026-01-02,-2.1,-4.4
Parainen Fagerholm,60.11163,21.69828,2026-01-03,-3.3,-5.9
Parainen Fagerholm,60.11163,21.69828,2026-01-04,-5.4,-11.5
Parainen Utö,59.77909,21.37479,2025-12-31,-2.2,-5.0
Parainen Utö,59.77909,21.37479,2026-01-01,0.4,-5.5
Parainen Utö,59.77909,21.37479,2026-01-02,-0.1,-2.0
Parainen Utö,59.77909,21.37479,2026-01-03,0.8,-3.0
Parainen Utö,59.77909,21.37479,2026-01-04,-2.7,-7.6
Parikkala Koitsanlahti,61.44467,29.46108,2025-12-31,-5.8,-13.7
Parikkala Koitsanlahti,61.44467,29.46108,2026-01-01,-13.1,-22.7
Parikkala Koitsanlahti,61.44467,29.46108,2026-01-02,-8.2,-23.5
Parikkala Koitsanlahti,61.44467,29.46108,2026-01-03,-7.2,-13.7
Parikkala Koitsanlahti,61.44467,29.46108,2026-01-04,-13.4,-19.6
Pelkosenniemi Pyhätunturi,67.02191,27.21827,2025-12-31,-13.4,-17.5
Pelkosenniemi Pyhätunturi,67.02191,27.21827,2026-01-01,-11.6,-14.7
Pelkosenniemi Pyhätunturi,67.02191,27.21827,2026-01-02,-12.3,-15.1
Pelkosenniemi Pyhätunturi,67.02191,27.21827,2026-01-03,-14.4,-17.5
Pelkosenniemi Pyhätunturi,67.02191,27.21827,2026-01-04,-14.0,-17.7
Pello kirkonkylä,66.77278,23.96303,2025-12-31,-22.4,-29.1
Pello kirkonkylä,66.77278,23.96303,2026-01-01,-20.5,-30.3
Pello kirkonkylä,66.77278,23.96303,2026-01-02,-18.8,-28.4
Pello kirkonkylä,66.77278,23.96303,2026-01-03,-27.4,-32.4
Pello kirkonkylä,66.77278,23.96303,2026-01-04,-23.2,-32.6
Pietarsaari Kallan,63.75144,22.52282,2025-12-31,-2.4,-6.0
Pietarsaari Kallan,63.75144,22.52282,2026-01-01,-3.9,-15.2
Pietarsaari Kallan,63.75144,22.52282,2026-01-02,-9.9,-16.7
Pietarsaari Kallan,63.75144,22.52282,2026-01-03,-9.9,-16.4
Pietarsaari Kallan,63.75144,22.52282,2026-01-04,-9.0,-14.2
Pirkkala Tampere-Pirkkala lentoasema,61.4194,23.62256,2025-12-31,-8.3,-16.9
Pirkkala Tampere-Pirkkala lentoasema,61.4194,23.62256,2026-01-01,-10.7,-18.3
Pirkkala Tampere-Pirkkala lentoasema,61.4194,23.62256,2026-01-02,-9.9,-13.0
Pirkkala Tampere-Pirkkala lentoasema,61.4194,23.62256,2026-01-03,-9.3,-12.1
Pirkkala Tampere-Pirkkala lentoasema,61.4194,23.62256,2026-01-04,-12.1,-18.1
Pori Isomäki,61.46815,21.77536,2025-12-31,-8.1,-15.9
Pori Isomäki,61.46815,21.77536,2026-01-01,-8.7,-17.1
Pori Isomäki,61.46815,21.77536,2026-01-02,-9.0,-10.6
Pori Isomäki,61.46815,21.77536,2026-01-03,-8.1,-9.8
Pori Isomäki,61.46815,21.77536,2026-01-04,-9.7,-18.0
Pori Tahkoluoto satama,61.63042,21.3762,2025-12-31,-2.7,-8.1
Pori Tahkoluoto satama,61.63042,21.3762,2026-01-01,-5.3,-9.0
Pori Tahkoluoto satama,61.63042,21.3762,2026-01-02,-8.6,-10.7
Pori Tahkoluoto satama,61.63042,21.3762,2026-01-03,-8.6,-9.8
Pori Tahkoluoto satama,61.63042,21.3762,2026-01-04,-9.2,-16.7
Pori lentoasema,61.46011,21.80839,2025-12-31,-7.1,-14.7
Pori lentoasema,61.46011,21.80839,2026-01-01,-8.5,-16.0
Pori lentoasema,61.46011,21.80839,2026-01-02,-9.0,-10.6
Pori lentoasema,61.46011,21.80839,2026-01-03,-8.1,-9.7
Pori lentoasema,61.46011,21.80839,2026-01-04,-9.7,-17.9
Porvoo Emäsalo,60.20382,25.62546,2025-12-31,-5.8,-10.5
Porvoo Emäsalo,60.20382,25.62546,2026-01-01,-3.9,-11.8
Porvoo Emäsalo,60.20382,25.62546,2026-01-02,-2.9,-4.6
Porvoo Emäsalo,60.20382,25.62546,2026-01-03,-2.9,-9.0
Porvoo Emäsalo,60.20382,25.62546,2026-01-04,-8.9,-13.8
