station,lat,lon,day,tmax,tmin
Porvoo Harabacka,60.39172,25.6073,2025-12-31,-6.4,-13.4
Porvoo Harabacka,60.39172,25.6073,2026-01-01,-11.6,-19.0
Porvoo Harabacka,60.39172,25.6073,2026-01-02,-4.7,-12.4
Porvoo Harabacka,60.39172,25.6073,2026-01-03,-5.9,-9.9
Porvoo Harabacka,60.39172,25.6073,2026-01-04,-9.7,-14.9
Porvoo Kalbådagrund,59.98568,25.59879,2025-12-31,-4.2,-7.4
Porvoo Kalbådagrund,59.98568,25.59879,2026-01-01,-4.3,-6.9
Porvoo Kalbådagrund,59.98568,25.59879,2026-01-02,-3.1,-5.6
Porvoo Kalbådagrund,59.98568,25.59879,2026-01-03,-2.4,-6.1
Porvoo Kalbådagrund,59.98568,25.59879,2026-01-04,-5.4,-10.8
Porvoo Kilpilahti satama,60.30373,25.54916,2025-12-31,-5.7,-11.7
Porvoo Kilpilahti satama,60.30373,25.54916,2026-01-01,-8.0,-15.2
Porvoo Kilpilahti satama,60.30373,25.54916,2026-01-02,-3.2,-9.3
Porvoo Kilpilahti satama,60.30373,25.54916,2026-01-03,-3.0,-8.9
Porvoo Kilpilahti satama,60.30373,25.54916,2026-01-04,-8.5,-14.2
Pudasjärvi lentokenttä,65.40014,26.96311,2025-12-31,-18.7,-29.7
Pudasjärvi lentokenttä,65.40014,26.96311,2026-01-01,-15.1,-24.9
Pudasjärvi lentokenttä,65.40014,26.96311,2026-01-02,-15.6,-29.4
Pudasjärvi lentokenttä,65.40014,26.96311,2026-01-03,-16.1,-27.2
Pudasjärvi lentokenttä,65.40014,26.96311,2026-01-04,-20.8,-30.0
Puolanka Paljakka,64.66392,28.0567,2025-12-31,-12.9,-18.5
Puolanka Paljakka,64.66392,28.0567,2026-01-01,-11.6,-18.0
Puolanka Paljakka,64.66392,28.0567,2026-01-02,-15.2,-22.2
Puolanka Paljakka,64.66392,28.0567,2026-01-03,-19.2,-23.0
Puolanka Paljakka,64.66392,28.0567,2026-01-04,-16.1,-20.8
Puumala kirkonkylä,61.52242,28.18491,2025-12-31,-8.0,-14.9
Puumala kirkonkylä,61.52242,28.18491,2026-01-01,-12.0,-16.8
Puumala kirkonkylä,61.52242,28.18491,2026-01-02,-9.0,-17.8
Puumala kirkonkylä,61.52242,28.18491,2026-01-03,-7.6,-13.3
Puumala kirkonkylä,61.52242,28.18491,2026-01-04,-13.1,-18.8
Pyhtää lentokenttä,60.48595,26.59209,2025-12-31,-6.6,-13.8
Pyhtää lentokenttä,60.48595,26.59209,2026-01-01,-12.0,-21.5
Pyhtää lentokenttä,60.48595,26.59209,2026-01-02,-5.2,-13.3
Pyhtää lentokenttä,60.48595,26.59209,2026-01-03,-5.1,-10.6
Pyhtää lentokenttä,60.48595,26.59209,2026-01-04,-9.7,-14.9
Pyhäjärvi Ojakylä,63.73589,25.70573,2025-12-31,-16.3,-23.3
Pyhäjärvi Ojakylä,63.73589,25.70573,2026-01-01,-15.6,-24.5
Pyhäjärvi Ojakylä,63.73589,25.70573,2026-01-02,-20.5,-25.5
Pyhäjärvi Ojakylä,63.73589,25.70573,2026-01-03,-13.6,-20.9
Pyhäjärvi Ojakylä,63.73589,25.70573,2026-01-04,-19.8,-26.6
Raahe Lapaluoto satama,64.66589,24.40695,2025-12-31,-6.3,-12.8
Raahe Lapaluoto satama,64.66589,24.40695,2026-01-01,-8.2,-17.4
Raahe Lapaluoto satama,64.66589,24.40695,2026-01-02,-17.1,-20.1
Raahe Lapaluoto satama,64.66589,24.40695,2026-01-03,-16.5,-19.8
Raahe Lapaluoto satama,64.66589,24.40695,2026-01-04,-15.0,-20.7
Raahe Nahkiainen,64.61178,23.89674,2025-12-31,-3.4,-6.2
Raahe Nahkiainen,64.61178,23.89674,2026-01-01,-5.8,-11.9
Raahe Nahkiainen,64.61178,23.89674,2026-01-02,-10.5,-16.1
Raahe Nahkiainen,64.61178,23.89674,2026-01-03,-11.4,-14.8
Raahe Nahkiainen,64.61178,23.89674,2026-01-04,-9.1,-13.7
Rantasalmi Rukkasluoto,62.06302,28.56618,2025-12-31,-7.3,-12.9
Rantasalmi Rukkasluoto,62.06302,28.56618,2026-01-01,-11.9,-15.9
Rantasalmi Rukkasluoto,62.06302,28.56618,2026-01-02,-9.8,-16.8
Rantasalmi Rukkasluoto,62.06302,28.56618,2026-01-03,-9.2,-13.5
Rantasalmi Rukkasluoto,62.06302,28.56618,2026-01-04,-13.1,-17.7
Ranua lentokenttä,65.97717,26.36757,2025-12-31,-17.3,-23.5
Ranua lentokenttä,65.97717,26.36757,2026-01-01,-15.2,-22.3
Ranua lentokenttä,65.97717,26.36757,2026-01-02,-14.3,-27.5
Ranua lentokenttä,65.97717,26.36757,2026-01-03,-18.4,-27.4
Ranua lentokenttä,65.97717,26.36757,2026-01-04,-20.7,-28.5
Rauma Kylmäpihlaja,61.14475,21.30273,2025-12-31,-2.3,-6.5
Rauma Kylmäpihlaja,61.14475,21.30273,2026-01-01,-5.5,-8.0
Rauma Kylmäpihlaja,61.14475,21.30273,2026-01-02,-5.9,-8.3
Rauma Kylmäpihlaja,61.14475,21.30273,2026-01-03,-6.2,-8.1
Rauma Kylmäpihlaja,61.14475,21.30273,2026-01-04,-7.4,-14.6
Rauma Pyynpää,61.13658,21.51518,2025-12-31,-6.7,-14.2
Rauma Pyynpää,61.13658,21.51518,2026-01-01,-7.3,-15.0
Rauma Pyynpää,61.13658,21.51518,2026-01-02,-7.7,-9.8
Rauma Pyynpää,61.13658,21.51518,2026-01-03,-7.8,-9.5
Rauma Pyynpää,61.13658,21.51518,2026-01-04,-9.4,-17.4
Rautavaara Ylä-Luosta,63.37806,28.66166,2025-12-31,-14.8,-25.5
Rautavaara Ylä-Luosta,63.37806,28.66166,2026-01-01,-22.1,-27.6
Rautavaara Ylä-Luosta,63.37806,28.66166,2026-01-02,-16.4,-26.0
Rautavaara Ylä-Luosta,63.37806,28.66166,2026-01-03,-11.8,-19.4
Rautavaara Ylä-Luosta,63.37806,28.66166,2026-01-04,-15.8,-24.6
Rovaniemi Apukka,66.57944,26.01094,2025-12-31,-18.7,-31.8
Rovaniemi Apukka,66.57944,26.01094,2026-01-01,-19.0,-33.8
Rovaniemi Apukka,66.57944,26.01094,2026-01-02,-16.0,-32.3
Rovaniemi Apukka,66.57944,26.01094,2026-01-03,-30.8,-35.6
Rovaniemi Apukka,66.57944,26.01094,2026-01-04,-23.2,-34.8
Rovaniemi lentoasema,66.56236,25.83814,2025-12-31,-14.7,-21.7
Rovaniemi lentoasema,66.56236,25.83814,2026-01-01,-16.0,-23.9
Rovaniemi lentoasema,66.56236,25.83814,2026-01-02,-14.0,-21.8
Rovaniemi lentoasema,66.56236,25.83814,2026-01-03,-20.7,-26.1
Rovaniemi lentoasema,66.56236,25.83814,2026-01-04,-21.6,-27.0
Rovaniemi lentoasema AWOS,66.57276,25.84848,2025-12-31,-14.3,-20.9
Rovaniemi lentoasema AWOS,66.57276,25.84848,2026-01-01,-14.6,-23.9
Rovaniemi lentoasema AWOS,66.57276,25.84848,2026-01-02,-13.8,-21.5
Rovaniemi lentoasema AWOS,66.57276,25.84848,2026-01-03,-17.9,-25.4
Rovaniemi lentoasema AWOS,66.57276,25.84848,2026-01-04,-21.2,-26.4
Rovaniemi rautatieasema,66.49832,25.7088,2025-12-31,-20.1,-25.3
Rovaniemi rautatieasema,66.49832,25.7088,2026-01-01,-18.4,-27.8
Rovaniemi rautatieasema,66.49832,25.7088,2026-01-02,-14.2,-26.6
Rovaniemi rautatieasema,66.49832,25.7088,2026-01-03,-25.7,-30.2
Rovaniemi rautatieasema,66.49832,25.7088,2026-01-04,-22.6,-30.3
Salla Naruska,67.16226,29.17766,2025-12-31,-12.1,-30.4
Salla Naruska,67.16226,29.17766,2026-01-01,-14.5,-32.0
Salla Naruska,67.16226,29.17766,2026-01-02,-13.3,-21.8
Salla Naruska,67.16226,29.17766,2026-01-03,-17.0,-33.7
Salla Naruska,67.16226,29.17766,2026-01-04,-25.6,-37.6
Salla Värriötunturi,67.74858,29.61132,2025-12-31,-14.3,-18.4
Salla Värriötunturi,67.74858,29.61132,2026-01-01,-16.7,-19.3
Salla Värriötunturi,67.74858,29.61132,2026-01-02,-13.1,-18.9
Salla Värriötunturi,67.74858,29.61132,2026-01-03,-15.2,-21.7
Salla Värriötunturi,67.74858,29.61132,2026-01-04,-17.0,-24.4
Salla kirkonkylä,66.8166,28.68829,2025-12-31,-16.2,-29.9
Salla kirkonkylä,66.8166,28.68829,2026-01-01,-19.8,-25.0
Salla kirkonkylä,66.8166,28.68829,2026-01-02,-20.5,-30.4
Salla kirkonkylä,66.8166,28.68829,2026-01-03,-21.4,-34.3
Salla kirkonkylä,66.8166,28.68829,2026-01-04,-28.7,-36.7
Salo Kiikala lentokenttä,60.46415,23.64976,2025-12-31,-8.0,-16.5
Salo Kiikala lentokenttä,60.46415,23.64976,2026-01-01,-10.3,-19.9
Salo Kiikala lentokenttä,60.46415,23.64976,2026-01-02,-6.8,-10.5
Salo Kiikala lentokenttä,60.46415,23.64976,2026-01-03,-7.3,-9.9
Salo Kiikala lentokenttä,60.46415,23.64976,2026-01-04,-9.9,-14.8
Salo Kärkkä,60.37392,23.11292,2025-12-31,-6.7,-15.3
Salo Kärkkä,60.37392,23.11292,2026-01-01,-7.2,-17.3
Salo Kärkkä,60.37392,23.11292,2026-01-02,-5.2,-8.1
Salo Kärkkä,60.37392,23.11292,2026-01-03,-5.6,-8.1
Salo Kärkkä,60.37392,23.11292,2026-01-04,-8.1,-14.2
Savonlinna Punkaharju Laukansaari,61.80186,29.31506,2025-12-31,-6.6,-16.2
Savonlinna Punkaharju Laukansaari,61.80186,29.31506,2026-01-01,-14.2,-19.9
Savonlinna Punkaharju Laukansaari,61.80186,29.31506,2026-01-02,-9.4,-19.8
Savonlinna Punkaharju Laukansaari,61.80186,29.31506,2026-01-03,-9.3,-14.1
Savonlinna Punkaharju Laukansaari,61.80186,29.31506,2026-01-04,-12.9,-21.0
Savonlinna lentoasema,61.94638,28.93238,2025-12-31,-7.5,-16.5
Savonlinna lentoasema,61.94638,28.93238,2026-01-01,-13.9,-23.3
Savonlinna lentoasema,61.94638,28.93238,2026-01-02,-9.9,-21.7
Savonlinna lentoasema,61.94638,28.93238,2026-01-03,-9.5,-14.2
Savonlinna lentoasema,61.94638,28.93238,2026-01-04,-13.6,-22.0
Savukoski Tulppio,67.7687,29.21102,2025-12-31,-18.6,-27.6
Savukoski Tulppio,67.7687,29.21102,2026-01-01,-23.0,-32.3
Savukoski Tulppio,67.7687,29.21102,2026-01-02,-20.8,-27.8
Savukoski Tulppio,67.7687,29.21102,2026-01-03,-25.1,-38.9
Savukoski Tulppio,67.7687,29.21102,2026-01-04,-28.0,-39.2
Savukoski kirkonkylä,67.28296,28.1786,2025-12-31,-25.1,-31.5
Savukoski kirkonkylä,67.28296,28.1786,2026-01-01,-17.0,-32.6
Savukoski kirkonkylä,67.28296,28.1786,2026-01-02,-15.3,-25.6
Savukoski kirkonkylä,67.28296,28.1786,2026-01-03,-19.4,-35.8
Savukoski kirkonkylä,67.28296,28.1786,2026-01-04,-23.6,-35.4
Seinäjoki Pelmaa,62.93808,22.48878,2025-12-31,-9.3,-16.1
Seinäjoki Pelmaa,62.93808,22.48878,2026-01-01,-14.2,-19.1
Seinäjoki Pelmaa,62.93808,22.48878,2026-01-02,-11.7,-18.2
Seinäjoki Pelmaa,62.93808,22.48878,2026-01-03,-11.7,-16.0
Seinäjoki Pelmaa,62.93808,22.48878,2026-01-04,-14.4,-23.2
Siikajoki Ruukki,64.68421,25.08919,2025-12-31,-12.2,-21.5
Siikajoki Ruukki,64.68421,25.08919,2026-01-01,-14.1,-21.3
Siikajoki Ruukki,64.68421,25.08919,2026-01-02,-20.9,-22.5
Siikajoki Ruukki,64.68421,25.08919,2026-01-03,-16.6,-21.1
Siikajoki Ruukki,64.68421,25.08919,2026-01-04,-18.3,-24.3
Siilinjärvi Kuopio lentoasema,62.99842,27.80817,2025-12-31,-12.8,-17.4
Siilinjärvi Kuopio lentoasema,62.99842,27.80817,2026-01-01,-16.0,-21.8
Siilinjärvi Kuopio lentoasema,62.99842,27.80817,2026-01-02,-14.0,-23.4
Siilinjärvi Kuopio lentoasema,62.99842,27.80817,2026-01-03,-11.1,-16.3
Siilinjärvi Kuopio lentoasema,62.99842,27.80817,2026-01-04,-15.4,-23.6
Sipoo Itätoukki,60.10121,25.19439,2025-12-31,-4.7,-7.8
Sipoo Itätoukki,60.10121,25.19439,2026-01-01,-3.3,-8.5
Sipoo Itätoukki,60.10121,25.19439,2026-01-02,-1.8,-4.2
Sipoo Itätoukki,60.10121,25.19439,2026-01-03,-1.4,-7.0
Sipoo Itätoukki,60.10121,25.19439,2026-01-04,-6.4,-11.3
Sodankylä Lokka,67.82147,27.74597,2025-12-31,-17.7,-31.3
Sodankylä Lokka,67.82147,27.74597,2026-01-01,-15.4,-33.7
Sodankylä Lokka,67.82147,27.74597,2026-01-02,-16.4,-30.1
Sodankylä Lokka,67.82147,27.74597,2026-01-03,-25.0,-37.0
Sodankylä Lokka,67.82147,27.74597,2026-01-04,-18.3,-30.1
Sodankylä Luosto,67.1391,26.89692,2025-12-31,-13.1,-16.4
Sodankylä Luosto,67.1391,26.89692,2026-01-01,-13.2,-15.2
Sodankylä Luosto,67.1391,26.89692,2026-01-02,-13.8,-14.4
Sodankylä Luosto,67.1391,26.89692,2026-01-03,-14.4,-15.4
Sodankylä Luosto,67.1391,26.89692,2026-01-04,-15.4,-15.9
Sodankylä Tähtelä,67.36663,26.62901,2025-12-31,-19.4,-30.0
Sodankylä Tähtelä,67.36663,26.62901,2026-01-01,-18.8,-27.1
Sodankylä Tähtelä,67.36663,26.62901,2026-01-02,-18.4,-30.6
Sodankylä Tähtelä,67.36663,26.62901,2026-01-03,-27.7,-32.9
Sodankylä Tähtelä,67.36663,26.62901,2026-01-04,-19.3,-27.6
Sodankylä Vuotso,68.08422,27.18501,2025-12-31,-21.7,-32.6
Sodankylä Vuotso,68.08422,27.18501,2026-01-01,-21.3,-33.8
Sodankylä Vuotso,68.08422,27.18501,2026-01-02,-21.0,-31.8
Sodankylä Vuotso,68.08422,27.18501,2026-01-03,-26.5,-34.6
Sodankylä Vuotso,68.08422,27.18501,2026-01-04,-18.1,-27.0
Somero Salkola,60.64668,23.80559,2025-12-31,-7.9,-13.1
Somero Salkola,60.64668,23.80559,2026-01-01,-11.2,-14.9
Somero Salkola,60.64668,23.80559,2026-01-02,-7.7,-11.6
Somero Salkola,60.64668,23.80559,2026-01-03,-8.2,-10.9
Somero Salkola,60.64668,23.80559,2026-01-04,-10.9,-16.9
Sotkamo Kuolaniemi,64.11197,28.33639,2025-12-31,-14.9,-21.6
Sotkamo Kuolaniemi,64.11197,28.33639,2026-01-01,-18.2,-21.4
Sotkamo Kuolaniemi,64.11197,28.33639,2026-01-02,-21.1,-26.9
Sotkamo Kuolaniemi,64.11197,28.33639,2026-01-03,-14.6,-22.6
Sotkamo Kuolaniemi,64.11197,28.33639,2026-01-04,-17.6,-23.1
Sotkamo Tuhkakylä,63.99618,28.05972,2025-12-31,-15.0,-22.9
Sotkamo Tuhkakylä,63.99618,28.05972,2026-01-01,-16.7,-24.5
Sotkamo Tuhkakylä,63.99618,28.05972,2026-01-02,-20.5,-27.8
Sotkamo Tuhkakylä,63.99618,28.05972,2026-01-03,-15.1,-21.6
Sotkamo Tuhkakylä,63.99618,28.05972,2026-01-04,-17.4,-26.1
Suomussalmi Pesiö,64.93125,28.74672,2025-12-31,-16.2,-20.5
Suomussalmi Pesiö,64.93125,28.74672,2026-01-01,-12.5,-21.0
Suomussalmi Pesiö,64.93125,28.74672,2026-01-02,-16.4,-22.3
Suomussalmi Pesiö,64.93125,28.74672,2026-01-03,-18.6,-22.5
Suomussalmi Pesiö,64.93125,28.74672,2026-01-04,-16.4,-25.5
Taivalkoski kirkonkylä,65.57489,28.21766,2025-12-31,-14.3,-25.8
Taivalkoski kirkonkylä,65.57489,28.21766,2026-01-01,-12.0,-20.7
Taivalkoski kirkonkylä,65.57489,28.21766,2026-01-02,-13.3,-27.4
Taivalkoski kirkonkylä,65.57489,28.21766,2026-01-03,-17.9,-26.2
Taivalkoski kirkonkylä,65.57489,28.21766,2026-01-04,-20.6,-32.2
Tampere Härmälä,61.46561,23.74678,2025-12-31,-6.5,-14.7
Tampere Härmälä,61.46561,23.74678,2026-01-01,-10.4,-17.1
Tampere Härmälä,61.46561,23.74678,2026-01-02,-9.7,-12.5
Tampere Härmälä,61.46561,23.74678,2026-01-03,-9.1,-11.9
Tampere Härmälä,61.46561,23.74678,2026-01-04,-11.9,-18.9
Tampere Siilinkari,61.51757,23.75388,2025-12-31,-5.5,-9.9
Tampere Siilinkari,61.51757,23.75388,2026-01-01,-9.2,-11.6
Tampere Siilinkari,61.51757,23.75388,2026-01-02,-8.7,-11.7
Tampere Siilinkari,61.51757,23.75388,2026-01-03,-8.3,-11.6
Tampere Siilinkari,61.51757,23.75388,2026-01-04,-10.8,-17.5
Tervola Loue,66.15352,24.99031,2025-12-31,-22.4,-29.3
Tervola Loue,66.15352,24.99031,2026-01-01,-17.4,-30.2
Tervola Loue,66.15352,24.99031,2026-01-02,-13.5,-28.2
Tervola Loue,66.15352,24.99031,2026-01-03,-26.5,-31.4
Tervola Loue,66.15352,24.99031,2026-01-04,-21.1,-32.4
Tohmajärvi Kemie,62.23539,30.34662,2025-12-31,-7.1,-22.0
Tohmajärvi Kemie,62.23539,30.34662,2026-01-01,-17.0,-23.8
Tohmajärvi Kemie,62.23539,30.34662,2026-01-02,-11.7,-27.6
Tohmajärvi Kemie,62.23539,30.34662,2026-01-03,-11.7,-14.6
Tohmajärvi Kemie,62.23539,30.34662,2026-01-04,-14.6,-22.7
Toholampi Laitala,63.82133,24.16323,2025-12-31,-12.5,-22.7
Toholampi Laitala,63.82133,24.16323,2026-01-01,-14.2,-23.3
Toholampi Laitala,63.82133,24.16323,2026-01-02,-19.0,-23.6
Toholampi Laitala,63.82133,24.16323,2026-01-03,-13.8,-20.1
Toholampi Laitala,63.82133,24.16323,2026-01-04,-17.4,-25.0
Tornio Kaakkuri,65.86893,24.17936,2025-12-31,-17.5,-21.9
Tornio Kaakkuri,65.86893,24.17936,2026-01-01,-17.2,-24.1
Tornio Kaakkuri,65.86893,24.17936,2026-01-02,-16.7,-22.9
Tornio Kaakkuri,65.86893,24.17936,2026-01-03,-22.4,-26.7
Tornio Kaakkuri,65.86893,24.17936,2026-01-04,-21.6,-27.8
Turku Artukainen,60.45439,22.1787,2025-12-31,-6.2,-13.0
Turku Artukainen,60.45439,22.1787,2026-01-01,-5.9,-14.3
Turku Artukainen,60.45439,22.1787,2026-01-02,-5.6,-7.6
Turku Artukainen,60.45439,22.1787,2026-01-03,-6.5,-8.2
Turku Artukainen,60.45439,22.1787,2026-01-04,-8.2,-15.5
Turku Rajakari,60.37788,22.0964,2025-12-31,-3.7,-6.5
Turku Rajakari,60.37788,22.0964,2026-01-01,-3.7,-8.4
Turku Rajakari,60.37788,22.0964,2026-01-02,-3.7,-6.3
Turku Rajakari,60.37788,22.0964,2026-01-03,-5.0,-7.0
Turku Rajakari,60.37788,22.0964,2026-01-04,-6.3,-13.8
Turku lentoasema,60.51565,22.27916,2025-12-31,-6.5,-15.0
Turku lentoasema,60.51565,22.27916,2026-01-01,-6.8,-16.8
Turku lentoasema,60.51565,22.27916,2026-01-02,-6.2,-8.5
Turku lentoasema,60.51565,22.27916,2026-01-03,-7.1,-8.8
Turku lentoasema,60.51565,22.27916,2026-01-04,-8.8,-16.7
Utsjoki Kevo,69.75637,27.00678,2025-12-31,-11.2,-29.0
Utsjoki Kevo,69.75637,27.00678,2026-01-01,-29.0,-36.8
Utsjoki Kevo,69.75637,27.00678,2026-01-02,-25.3,-36.7
Utsjoki Kevo,69.75637,27.00678,2026-01-03,-24.7,-33.9
Utsjoki Kevo,69.75637,27.00678,2026-01-04,-25.6,-35.8
Utsjoki Kevo Kevojärvi,69.757,27.012,2025-12-31,-15.4,-31.2
Utsjoki Kevo Kevojärvi,69.757,27.012,2026-01-01,-30.0,-38.7
Utsjoki Kevo Kevojärvi,69.757,27.012,2026-01-02,-29.3,-39.1
Utsjoki Kevo Kevojärvi,69.757,27.012,2026-01-03,-24.4,-34.4
Utsjoki Kevo Kevojärvi,69.757,27.012,2026-01-04,-25.4,-37.3
Utsjoki Nuorgam,70.08203,27.8965,2025-12-31,-7.7,-27.6
Utsjoki Nuorgam,70.08203,27.8965,2026-01-01,-27.3,-35.1
Utsjoki Nuorgam,70.08203,27.8965,2026-01-02,-17.9,-35.5
Utsjoki Nuorgam,70.08203,27.8965,2026-01-03,-19.9,-31.5
Utsjoki Nuorgam,70.08203,27.8965,2026-01-04,-19.9,-31.1
Vaala Pelso,64.50144,26.42386,2025-12-31,-17.6,-23.6
Vaala Pelso,64.50144,26.42386,2026-01-01,-18.7,-27.4
Vaala Pelso,64.50144,26.42386,2026-01-02,-20.0,-24.3
Vaala Pelso,64.50144,26.42386,2026-01-03,-15.2,-20.6
Vaala Pelso,64.50144,26.42386,2026-01-04,-18.6,-28.3
Vaasa Klemettilä,63.09871,21.63938,2025-12-31,-5.2,-15.2
Vaasa Klemettilä,63.09871,21.63938,2026-01-01,-12.2,-17.4
Vaasa Klemettilä,63.09871,21.63938,2026-01-02,-10.5,-16.7
Vaasa Klemettilä,63.09871,21.63938,2026-01-03,-10.7,-16.0
Vaasa Klemettilä,63.09871,21.63938,2026-01-04,-13.2,-17.2
Vaasa lentoasema,63.05858,21.7546,2025-12-31,-6.5,-17.2
Vaasa lentoasema,63.05858,21.7546,2026-01-01,-13.0,-19.6
Vaasa lentoasema,63.05858,21.7546,2026-01-02,-11.3,-17.4
Vaasa lentoasema,63.05858,21.7546,2026-01-03,-11.1,-16.5
Vaasa lentoasema,63.05858,21.7546,2026-01-04,-13.5,-21.5
Vantaa Helsinki-Vantaan lentoasema,60.32937,24.97274,2025-12-31,-7.7,-16.5
Vantaa Helsinki-Vantaan lentoasema,60.32937,24.97274,2026-01-01,-11.4,-20.3
Vantaa Helsinki-Vantaan lentoasema,60.32937,24.97274,2026-01-02,-4.9,-11.7
Vantaa Helsinki-Vantaan lentoasema,60.32937,24.97274,2026-01-03,-6.3,-9.9
Vantaa Helsinki-Vantaan lentoasema,60.32937,24.97274,2026-01-04,-9.9,-14.9
Varkaus Kosulanniemi,62.32221,27.90785,2025-12-31,-10.6,-15.9
Varkaus Kosulanniemi,62.32221,27.90785,2026-01-01,-12.9,-21.7
Varkaus Kosulanniemi,62.32221,27.90785,2026-01-02,-10.9,-20.7
Varkaus Kosulanniemi,62.32221,27.90785,2026-01-03,-10.4,-14.9
Varkaus Kosulanniemi,62.32221,27.90785,2026-01-04,-14.3,-20.5
Vesanto kirkonkylä,62.92178,26.4247,2025-12-31,-12.7,-18.7
Vesanto kirkonkylä,62.92178,26.4247,2026-01-01,-13.9,-21.4
Vesanto kirkonkylä,62.92178,26.4247,2026-01-02,-14.5,-22.7
Vesanto kirkonkylä,62.92178,26.4247,2026-01-03,-11.5,-17.4
Vesanto kirkonkylä,62.92178,26.4247,2026-01-04,-16.9,-23.8
Vieremä Kaarakkala,63.8409,27.22061,2025-12-31,-15.3,-19.5
Vieremä Kaarakkala,63.8409,27.22061,2026-01-01,-19.3,-22.8
Vieremä Kaarakkala,63.8409,27.22061,2026-01-02,-19.7,-23.3
Vieremä Kaarakkala,63.8409,27.22061,2026-01-03,-14.7,-21.5
Vieremä Kaarakkala,63.8409,27.22061,2026-01-04,-18.6,-21.7
Vihti Maasoja,60.41875,24.39862,2025-12-31,-7.5,-18.2
Vihti Maasoja,60.41875,24.39862,2026-01-01,-11.9,-19.8
Vihti Maasoja,60.41875,24.39862,2026-01-02,-6.3,-11.9
Vihti Maasoja,60.41875,24.39862,2026-01-03,-6.7,-9.8
Vihti Maasoja,60.41875,24.39862,2026-01-04,-9.8,-14.5
Viitasaari Haapaniemi,63.08225,25.85862,2025-12-31,-12.4,-16.6
Viitasaari Haapaniemi,63.08225,25.85862,2026-01-01,-13.4,-20.2
Viitasaari Haapaniemi,63.08225,25.85862,2026-01-02,-14.7,-22.7
Viitasaari Haapaniemi,63.08225,25.85862,2026-01-03,-12.0,-17.8
Viitasaari Haapaniemi,63.08225,25.85862,2026-01-04,-17.6,-23.0
Virolahti Koivuniemi,60.5272,27.67274,2025-12-31,-5.0,-13.2
Virolahti Koivuniemi,60.5272,27.67274,2026-01-01,-12.2,-20.0
Virolahti Koivuniemi,60.5272,27.67274,2026-01-02,-5.8,-14.7
Virolahti Koivuniemi,60.5272,27.67274,2026-01-03,-6.3,-10.2
Virolahti Koivuniemi,60.5272,27.67274,2026-01-04,-9.6,-13.5
Virrat Äijänneva,62.32783,23.54228,2025-12-31,-11.0,-15.6
Virrat Äijänneva,62.32783,23.54228,2026-01-01,-13.1,-18.7
Virrat Äijänneva,62.32783,23.54228,2026-01-02,-11.6,-18.0
Virrat Äijänneva,62.32783,23.54228,2026-01-03,-11.6,-13.3
Virrat Äijänneva,62.32783,23.54228,2026-01-04,-13.4,-24.2
Ylitornio Meltosjärvi,66.52952,24.6496,2025-12-31,-26.5,-34.0
Ylitornio Meltosjärvi,66.52952,24.6496,2026-01-01,-19.7,-34.5
Ylitornio Meltosjärvi,66.52952,24.6496,2026-01-02,-18.0,-32.3
Ylitornio Meltosjärvi,66.52952,24.6496,2026-01-03,-31.3,-35.4
Ylitornio Meltosjärvi,66.52952,24.6496,2026-01-04,-23.9,-35.5
Ylivieska lentokenttä,64.05029,24.72468,2025-12-31,-18.0,-25.0
Ylivieska lentokenttä,64.05029,24.72468,2026-01-01,-12.6,-25.3
Ylivieska lentokenttä,64.05029,24.72468,2026-01-02,-20.0,-27.0
Ylivieska lentokenttä,64.05029,24.72468,2026-01-03,-14.0,-21.3
Ylivieska lentokenttä,64.05029,24.72468,2026-01-04,-20.5,-27.1
Ähtäri Inha,62.55461,24.14239,2025-12-31,-10.5,-17.2
Ähtäri Inha,62.55461,24.14239,2026-01-01,-15.5,-18.8
Ähtäri Inha,62.55461,24.14239,2026-01-02,-12.4,-18.4
Ähtäri Inha,62.55461,24.14239,2026-01-03,-12.0,-13.6
Ähtäri Inha,62.55461,24.14239,2026-01-04,-13.3,-22.0
